composition,task_order,round,sent_mean,return_proportion_mean,zero_receipt_rate
Sonnet+Gemini,myth_game,2,4.716666666666667,0.4635370370370371,0.0
Sonnet+Gemini,myth_game,3,5.0,0.5099444444444444,0.0
Sonnet+Gemini,myth_game,4,4.966666666666667,0.4412222222222222,0.0
Sonnet+Gemini,myth_game,5,5.0,0.503,0.0
Sonnet+Gemini,myth_game,6,5.0,0.4611111111111111,0.0
Sonnet+Gemini,myth_game,7,5.0,0.4822222222222223,0.0
Sonnet+Gemini,myth_game,8,5.0,0.45249999999999996,0.0
Sonnet+Gemini,myth_game,9,5.0,0.5055,0.0
Sonnet+Gemini,myth_game,10,5.0,0.45538888888888884,0.0
Sonnet+GPT,myth_game,1,3.3333333333333335,0.38842592592592595,0.0
Sonnet+GPT,myth_game,2,3.2133333333333334,0.46342040624441494,0.0
Sonnet+GPT,myth_game,3,3.3333333333333335,0.3946031746031746,0.0
Sonnet+GPT,myth_game,4,3.1216666666666666,0.3717182628478892,0.0
Sonnet+GPT,myth_game,5,3.4166666666666665,0.4366203703703704,0.0
Sonnet+GPT,myth_game,6,3.545,0.4203788273050568,0.0
Sonnet+GPT,myth_game,7,3.75,0.4327469135802469,0.0
Sonnet+GPT,myth_game,8,3.8066666666666666,0.3863665723380652,0.0
Sonnet+GPT,myth_game,9,3.5,0.48299691358024693,0.0
Sonnet+GPT,myth_game,10,4.083333333333333,0.4530893246187364,0.0
Sonnet+Sonnet,game,1,3.0,0.42444444444444446,0.0
Sonnet+Sonnet,game,2,2.55,0.40151515151515155,0.0
Sonnet+Sonnet,game,3,2.8,0.36333333333333334,0.0
Sonnet+Sonnet,game,4,2.45,0.34211111111111114,0.0
Sonnet+Sonnet,game,5,2.6,0.36634920634920637,0.0
Sonnet+Sonnet,game,6,2.5,0.4024444444444445,0.0
Sonnet+Sonnet,game,7,2.45,0.35717171717171714,0.0
Sonnet+Sonnet,game,8,2.35,0.37923809523809526,0.0
Sonnet+Sonnet,game,9,2.4,0.3762222222222222,0.0
Sonnet+Sonnet,game,10,2.3,0.3377777777777778,0.0
Gemini+Gemini,game,1,5.0,0.45,0.0
Gemini+Gemini,game,2,5.0,0.44906666666666667,0.0
Gemini+Gemini,game,3,5.0,0.43,0.0
Gemini+Gemini,game,4,5.0,0.43653333333333333,0.0
Gemini+Gemini,game,5,5.0,0.44160000000000005,0.0
Gemini+Gemini,game,6,5.0,0.4646666666666667,0.0
Gemini+Gemini,game,7,5.0,0.4446666666666667,0.0
Gemini+Gemini,game,8,5.0,0.45599999999999996,0.0
Gemini+Gemini,game,9,5.0,0.4517333333333333,0.0
Gemini+Gemini,game,10,5.0,0.43979999999999997,0.0
GPT+GPT,game,1,0.0,,1.0
GPT+GPT,game,2,0.0,,1.0
GPT+GPT,game,3,0.0,,1.0
GPT+GPT,game,4,0.0,,1.0
GPT+GPT,game,5,0.0,,1.0
GPT+GPT,game,6,0.0,,1.0
GPT+GPT,game,7,0.0,,1.0
GPT+GPT,game,8,0.0,,1.0
GPT+GPT,game,9,0.0,,1.0
GPT+GPT,game,10,0.0,,1.0
Sonnet+Sonnet,game_myth,1,3.1,0.39444444444444443,0.0
Sonnet+Sonnet,game_myth,2,2.9,0.4426793650793651,0.0
Sonnet+Sonnet,game_myth,3,3.3,0.39496507936507935,0.0
Sonnet+Sonnet,game_myth,4,3.0,0.4403492063492063,0.0
Sonnet+Sonnet,game_myth,5,3.15,0.4054837606837607,0.0
Sonnet+Sonnet,game_myth,6,2.9,0.48012698412698407,0.0
Sonnet+Sonnet,game_myth,7,3.2,0.3987301587301587,0.0
Sonnet+Sonnet,game_myth,8,2.9,0.4646349206349207,0.0
Sonnet+Sonnet,game_myth,9,3.2,0.4073015873015873,0.0
Sonnet+Sonnet,game_myth,10,2.93,0.4331608265947889,0.0
Gemini+Gemini,game_myth,1,5.0,0.4537333333333334,0.0
Gemini+Gemini,game_myth,2,5.0,0.4590666666666666,0.0
Gemini+Gemini,game_myth,3,5.0,0.45313333333333333,0.0
Gemini+Gemini,game_myth,4,5.0,0.4530666666666667,0.0
Gemini+Gemini,game_myth,5,5.0,0.4590666666666666,0.0
Gemini+Gemini,game_myth,6,5.0,0.466,0.0
Gemini+Gemini,game_myth,7,5.0,0.4568666666666667,0.0
Gemini+Gemini,game_myth,8,5.0,0.46259999999999996,0.0
Gemini+Gemini,game_myth,9,5.0,0.4561333333333334,0.0
Gemini+Gemini,game_myth,10,5.0,0.44639999999999996,0.0
GPT+GPT,game_myth,1,0.0,,1.0
GPT+GPT,game_myth,2,2.0,0.2702777777777778,0.2
GPT+GPT,game_myth,3,3.0,0.24,0.0
GPT+GPT,game_myth,4,3.0,0.2988,0.0
GPT+GPT,game_myth,5,3.1,0.27199999999999996,0.0
GPT+GPT,game_myth,6,2.9,0.31222222222222223,0.0
GPT+GPT,game_myth,7,3.0,0.2972222222222222,0.0
GPT+GPT,game_myth,8,3.4,0.33595555555555556,0.0
GPT+GPT,game_myth,9,3.8,0.4030666666666667,0.0
GPT+GPT,game_myth,10,4.5,0.3174666666666667,0.0
Sonnet+Sonnet,myth_game,1,3.7,0.4806222222222223,0.0
Sonnet+Sonnet,myth_game,2,3.3240000000000003,0.48912229210342417,0.0
Sonnet+Sonnet,myth_game,3,3.2,0.44761111111111107,0.0
Sonnet+Sonnet,myth_game,4,3.1740000000000004,0.4637707261292167,0.0
Sonnet+Sonnet,myth_game,5,3.3,0.48963333333333336,0.0
Sonnet+Sonnet,myth_game,6,3.1740000000000004,0.5092083095101962,0.0
Sonnet+Sonnet,myth_game,7,3.3,0.4949111111111112,0.0
Sonnet+Sonnet,myth_game,8,3.1740000000000004,0.48813979416809605,0.0
Sonnet+Sonnet,myth_game,9,3.3,0.5034888888888889,0.0
Sonnet+Sonnet,myth_game,10,3.1740000000000004,0.46569449209071856,0.0
Gemini+Gemini,myth_game,1,5.0,0.4561333333333334,0.0
Gemini+Gemini,myth_game,2,5.0,0.4646666666666667,0.0
Gemini+Gemini,myth_game,3,5.0,0.4418,0.0
Gemini+Gemini,myth_game,4,5.0,0.4596,0.0
Gemini+Gemini,myth_game,5,5.0,0.4596,0.0
Gemini+Gemini,myth_game,6,5.0,0.4884666666666667,0.0
Gemini+Gemini,myth_game,7,5.0,0.4598,0.0
Gemini+Gemini,myth_game,8,5.0,0.48386666666666667,0.0
Gemini+Gemini,myth_game,9,5.0,0.4622,0.0
Gemini+Gemini,myth_game,10,5.0,0.4740666666666667,0.0
GPT+GPT,myth_game,1,2.8,0.29866666666666664,0.2
GPT+GPT,myth_game,2,2.254,0.24725073481950913,0.2
GPT+GPT,myth_game,3,3.052,0.31880281690140844,0.0
GPT+GPT,myth_game,4,3.536,0.24106946191474493,0.0
GPT+GPT,myth_game,5,4.0,0.3676666666666667,0.0
GPT+GPT,myth_game,6,3.9599999999999995,0.37780117720823214,0.0
GPT+GPT,myth_game,7,4.1,0.367,0.0
GPT+GPT,myth_game,8,3.9,0.37948148148148153,0.0
GPT+GPT,myth_game,9,3.6,0.3973888888888889,0.2
GPT+GPT,myth_game,10,3.436,0.3386752136752137,0.2
